hour_timestamp,open_price,high_price,low_price,close_price
2020-01-01T00:00:00Z,7195.153895430029,7195.153895430029,7195.153895430029,7195.153895430029
2020-01-02T00:00:00Z,7193.7546679601,7193.7546679601,7193.7546679601,7193.7546679601
2020-01-03T00:00:00Z,6963.853353983485,6963.853353983485,6963.853353983485,6963.853353983485
2020-01-04T00:00:00Z,7300.34693530511,7300.34693530511,7300.34693530511,7300.34693530511
2020-01-05T00:00:00Z,7351.377053166627,7351.377053166627,7351.377053166627,7351.377053166627
2020-01-06T00:00:00Z,7349.972248050628,7349.972248050628,7349.972248050628,7349.972248050628
2020-01-07T00:00:00Z,7734.675515785289,7734.675515785289,7734.675515785289,7734.675515785289
2020-01-08T00:00:00Z,8147.415237636371,8147.415237636371,8147.415237636371,8147.415237636371
2020-01-09T00:00:00Z,8045.789124592971,8045.789124592971,8045.789124592971,8045.789124592971
2020-01-10T00:00:00Z,7832.795643840387,7832.795643840387,7832.795643840387,7832.795643840387
2020-01-11T00:00:00Z,8180.513169803805,8180.513169803805,8180.513169803805,8180.513169803805
2020-01-12T00:00:00Z,8012.085781814529,8012.085781814529,8012.085781814529,8012.085781814529
2020-01-13T00:00:00Z,8171.401185320944,8171.401185320944,8171.401185320944,8171.401185320944
2020-01-14T00:00:00Z,8110.647964503772,8110.647964503772,8110.647964503772,8110.647964503772
2020-01-15T00:00:00Z,8801.871213137745,8801.871213137745,8801.871213137745,8801.871213137745
2020-01-16T00:00:00Z,8820.85010599613,8820.85010599613,8820.85010599613,8820.85010599613
2020-01-17T00:00:00Z,8720.91950137424,8720.91950137424,8720.91950137424,8720.91950137424
2020-01-18T00:00:00Z,8902.568995225329,8902.568995225329,8902.568995225329,8902.568995225329
2020-01-19T00:00:00Z,8906.902675151074,8906.902675151074,8906.902675151074,8906.902675151074
2020-01-20T00:00:00Z,8690.380569544623,8690.380569544623,8690.380569544623,8690.380569544623
2020-01-21T00:00:00Z,8631.253954333763,8631.253954333763,8631.253954333763,8631.253954333763
2020-01-22T00:00:00Z,8724.818622931474,8724.818622931474,8724.818622931474,8724.818622931474
2020-01-23T00:00:00Z,8665.436914096897,8665.436914096897,8665.436914096897,8665.436914096897
2020-01-24T00:00:00Z,8415.956027335538,8415.956027335538,8415.956027335538,8415.956027335538
2020-01-25T00:00:00Z,8432.096675789418,8432.096675789418,8432.096675789418,8432.096675789418
2020-01-26T00:00:00Z,8348.665665079325,8348.665665079325,8348.665665079325,8348.665665079325
2020-01-27T00:00:00Z,8595.728298493115,8595.728298493115,8595.728298493115,8595.728298493115
2020-01-28T00:00:00Z,8879.335548714553,8879.335548714553,8879.335548714553,8879.335548714553
2020-01-29T00:00:00Z,9320.805853868467,9320.805853868467,9320.805853868467,9320.805853868467
2020-01-30T00:00:00Z,9276.893821086494,9276.893821086494,9276.893821086494,9276.893821086494
2020-01-31T00:00:00Z,9509.80513557522,9509.80513557522,9509.80513557522,9509.80513557522
2020-02-01T00:00:00Z,9308.060285564778,9308.060285564778,9308.060285564778,9308.060285564778
2020-02-02T00:00:00Z,9363.22420680057,9363.22420680057,9363.22420680057,9363.22420680057
2020-02-03T00:00:00Z,9338.416631939404,9338.416631939404,9338.416631939404,9338.416631939404
2020-02-04T00:00:00Z,9308.91270229121,9308.91270229121,9308.91270229121,9308.91270229121
2020-02-05T00:00:00Z,9179.95928107711,9179.95928107711,9179.95928107711,9179.95928107711
2020-02-06T00:00:00Z,9592.18387389791,9592.18387389791,9592.18387389791,9592.18387389791
2020-02-07T00:00:00Z,9744.636578159387,9744.636578159387,9744.636578159387,9744.636578159387
2020-02-08T00:00:00Z,9799.448455824684,9799.448455824684,9799.448455824684,9799.448455824684
2020-02-09T00:00:00Z,9890.701658194865,9890.701658194865,9890.701658194865,9890.701658194865
2020-02-10T00:00:00Z,10148.379719131783,10148.379719131783,10148.379719131783,10148.379719131783
2020-02-11T00:00:00Z,9890.121224019967,9890.121224019967,9890.121224019967,9890.121224019967
2020-02-12T00:00:00Z,10226.925769215322,10226.925769215322,10226.925769215322,10226.925769215322
2020-02-13T00:00:00Z,10328.897565836414,10328.897565836414,10328.897565836414,10328.897565836414
2020-02-14T00:00:00Z,10221.260309201634,10221.260309201634,10221.260309201634,10221.260309201634
2020-02-15T00:00:00Z,10320.157140513991,10320.157140513991,10320.157140513991,10320.157140513991
2020-02-16T00:00:00Z,9894.136123789158,9894.136123789158,9894.136123789158,9894.136123789158
2020-02-17T00:00:00Z,9943.673602578743,9943.673602578743,9943.673602578743,9943.673602578743
2020-02-18T00:00:00Z,9723.605026422496,9723.605026422496,9723.605026422496,9723.605026422496
2020-02-19T00:00:00Z,10133.817417084678,10133.817417084678,10133.817417084678,10133.817417084678
2020-02-20T00:00:00Z,9618.409248250406,9618.409248250406,9618.409248250406,9618.409248250406
