hour_timestamp,open_price,high_price,low_price,close_price
2020-01-01T00:00:00Z,129.18638529253852,129.18638529253852,129.18638529253852,129.18638529253852
2020-01-02T00:00:00Z,130.4846850311141,130.4846850311141,130.4846850311141,130.4846850311141
2020-01-03T00:00:00Z,127.04525801179804,127.04525801179804,127.04525801179804,127.04525801179804
2020-01-04T00:00:00Z,133.70264861844188,133.70264861844188,133.70264861844188,133.70264861844188
2020-01-05T00:00:00Z,134.1368826978575,134.1368826978575,134.1368826978575,134.1368826978575
2020-01-06T00:00:00Z,135.00571364233375,135.00571364233375,135.00571364233375,135.00571364233375
2020-01-07T00:00:00Z,143.80639795566535,143.80639795566535,143.80639795566535,143.80639795566535
2020-01-08T00:00:00Z,143.019432264986,143.019432264986,143.019432264986,143.019432264986
2020-01-09T00:00:00Z,140.27393527388705,140.27393527388705,140.27393527388705,140.27393527388705
2020-01-10T00:00:00Z,137.86055928182662,137.86055928182662,137.86055928182662,137.86055928182662
2020-01-11T00:00:00Z,144.6047743464792,144.6047743464792,144.6047743464792,144.6047743464792
2020-01-12T00:00:00Z,142.18233327497873,142.18233327497873,142.18233327497873,142.18233327497873
2020-01-13T00:00:00Z,145.42287633530452,145.42287633530452,145.42287633530452,145.42287633530452
2020-01-14T00:00:00Z,143.58796905036286,143.58796905036286,143.58796905036286,143.58796905036286
2020-01-15T00:00:00Z,165.99143854583525,165.99143854583525,165.99143854583525,165.99143854583525
2020-01-16T00:00:00Z,166.2530969048888,166.2530969048888,166.2530969048888,166.2530969048888
2020-01-17T00:00:00Z,163.80590111423027,163.80590111423027,163.80590111423027,163.80590111423027
2020-01-18T00:00:00Z,171.15621787671842,171.15621787671842,171.15621787671842,171.15621787671842
2020-01-19T00:00:00Z,174.23837318258896,174.23837318258896,174.23837318258896,174.23837318258896
2020-01-20T00:00:00Z,166.6271059505621,166.6271059505621,166.6271059505621,166.6271059505621
2020-01-21T00:00:00Z,166.93852805776982,166.93852805776982,166.93852805776982,166.93852805776982
2020-01-22T00:00:00Z,169.27993585839258,169.27993585839258,169.27993585839258,169.27993585839258
2020-01-23T00:00:00Z,167.8265296405669,167.8265296405669,167.8265296405669,167.8265296405669
2020-01-24T00:00:00Z,162.51937110634034,162.51937110634034,162.51937110634034,162.51937110634034
2020-01-25T00:00:00Z,162.40947975163584,162.40947975163584,162.40947975163584,162.40947975163584
2020-01-26T00:00:00Z,160.6736108617405,160.6736108617405,160.6736108617405,160.6736108617405
2020-01-27T00:00:00Z,167.6474095857562,167.6474095857562,167.6474095857562,167.6474095857562
2020-01-28T00:00:00Z,169.7364357354222,169.7364357354222,169.7364357354222,169.7364357354222
2020-01-29T00:00:00Z,175.19000305345378,175.19000305345378,175.19000305345378,175.19000305345378
2020-01-30T00:00:00Z,173.70688823620796,173.70688823620796,173.70688823620796,173.70688823620796
2020-01-31T00:00:00Z,184.72621843141044,184.72621843141044,184.72621843141044,184.72621843141044
2020-02-01T00:00:00Z,179.22910385240368,179.22910385240368,179.22910385240368,179.22910385240368
2020-02-02T00:00:00Z,183.33693755210257,183.33693755210257,183.33693755210257,183.33693755210257
2020-02-03T00:00:00Z,188.55064179431113,188.55064179431113,188.55064179431113,188.55064179431113
2020-02-04T00:00:00Z,189.86176346298166,189.86176346298166,189.86176346298166,189.86176346298166
2020-02-05T00:00:00Z,188.84220736948276,188.84220736948276,188.84220736948276,188.84220736948276
2020-02-06T00:00:00Z,203.8593183747095,203.8593183747095,203.8593183747095,203.8593183747095
2020-02-07T00:00:00Z,212.73341421352782,212.73341421352782,212.73341421352782,212.73341421352782
2020-02-08T00:00:00Z,223.27631974791998,223.27631974791998,223.27631974791998,223.27631974791998
2020-02-09T00:00:00Z,223.30077697426225,223.30077697426225,223.30077697426225,223.30077697426225
2020-02-10T00:00:00Z,228.29226083217347,228.29226083217347,228.29226083217347,228.29226083217347
2020-02-11T00:00:00Z,224.14699652028605,224.14699652028605,224.14699652028605,224.14699652028605
2020-02-12T00:00:00Z,236.78534852972567,236.78534852972567,236.78534852972567,236.78534852972567
2020-02-13T00:00:00Z,264.03276824299627,264.03276824299627,264.03276824299627,264.03276824299627
2020-02-14T00:00:00Z,267.6704445042514,267.6704445042514,267.6704445042514,267.6704445042514
2020-02-15T00:00:00Z,284.2318914741183,284.2318914741183,284.2318914741183,284.2318914741183
2020-02-16T00:00:00Z,263.8999463915962,263.8999463915962,263.8999463915962,263.8999463915962
2020-02-17T00:00:00Z,262.1562443168135,262.1562443168135,262.1562443168135,262.1562443168135
2020-02-18T00:00:00Z,267.9356656159883,267.9356656159883,267.9356656159883,267.9356656159883
2020-02-19T00:00:00Z,281.9457403055278,281.9457403055278,281.9457403055278,281.9457403055278
2020-02-20T00:00:00Z,259.1838037480287,259.1838037480287,259.1838037480287,259.1838037480287
2020-02-21T00:00:00Z,257.9883953048601,257.9883953048601,257.9883953048601,257.9883953048601
2020-02-22T00:00:00Z,265.1644591338591,265.1644591338591,265.1644591338591,265.1644591338591
2020-02-23T00:00:00Z,260.99654013152536,260.99654013152536,260.99654013152536,260.99654013152536
2020-02-24T00:00:00Z,274.6312157785517,274.6312157785517,274.6312157785517,274.6312157785517
2020-02-25T00:00:00Z,265.2421912203732,265.2421912203732,265.2421912203732,265.2421912203732
2020-02-26T00:00:00Z,248.31738139395102,248.31738139395102,248.31738139395102,248.31738139395102
2020-02-27T00:00:00Z,224.81050829744677,224.81050829744677,224.81050829744677,224.81050829744677
2020-02-28T00:00:00Z,225.42971511683754,225.42971511683754,225.42971511683754,225.42971511683754
2020-02-29T00:00:00Z,227.70528448376498,227.70528448376498,227.70528448376498,227.70528448376498
2020-03-01T00:00:00Z,218.34835692985286,218.34835692985286,218.34835692985286,218.34835692985286
2020-03-02T00:00:00Z,218.93979697447656,218.93979697447656,218.93979697447656,218.93979697447656
2020-03-03T00:00:00Z,231.67944604592213,231.67944604592213,231.67944604592213,231.67944604592213
2020-03-04T00:00:00Z,223.96011601810258,223.96011601810258,223.96011601810258,223.96011601810258
2020-03-05T00:00:00Z,224.13487737180202,224.13487737180202,224.13487737180202,224.13487737180202
2020-03-06T00:00:00Z,228.0809351016884,228.0809351016884,228.0809351016884,228.0809351016884
2020-03-07T00:00:00Z,244.23846951978683,244.23846951978683,244.23846951978683,244.23846951978683
2020-03-08T00:00:00Z,237.38079020191347,237.38079020191347,237.38079020191347,237.38079020191347
2020-03-09T00:00:00Z,198.81964228768578,198.81964228768578,198.81964228768578,198.81964228768578
2020-03-10T00:00:00Z,200.84687148188746,200.84687148188746,200.84687148188746,200.84687148188746
2020-03-11T00:00:00Z,200.74903854851766,200.74903854851766,200.74903854851766,200.74903854851766
